id,date,store_nbr,family,sales,onpromotion
2818,2017-04-23,4,CLEANING,489,28
2819,2017-04-23,4,DAIRY,338,13
2820,2017-04-23,5,GROCERY I,567,4
2821,2017-04-23,5,BEVERAGES,911,11
2822,2017-04-23,5,PRODUCE,672,17
2823,2017-04-23,5,CLEANING,515,34
2824,2017-04-23,5,DAIRY,426,22
2825,2017-04-24,1,GROCERY I,462,8
2826,2017-04-24,1,BEVERAGES,930,14
2827,2017-04-24,1,PRODUCE,725,34
2828,2017-04-24,1,CLEANING,386,21
2829,2017-04-24,1,DAIRY,555,19
2830,2017-04-24,2,GROCERY I,558,0
2831,2017-04-24,2,BEVERAGES,772,9
2832,2017-04-24,2,PRODUCE,836,46
2833,2017-04-24,2,CLEANING,566,38
2834,2017-04-24,2,DAIRY,539,21
2835,2017-04-24,3,GROCERY I,754,26
2836,2017-04-24,3,BEVERAGES,1239,27
2837,2017-04-24,3,PRODUCE,715,30
2838,2017-04-24,3,CLEANING,499,33
2839,2017-04-24,3,DAIRY,655,37
2840,2017-04-24,4,GROCERY I,541,8
2841,2017-04-24,4,BEVERAGES,1227,34
2842,2017-04-24,4,PRODUCE,509,17
2843,2017-04-24,4,CLEANING,180,3
2844,2017-04-24,4,DAIRY,676,38
2845,2017-04-24,5,GROCERY I,659,11
2846,2017-04-24,5,BEVERAGES,1122,1
2847,2017-04-24,5,PRODUCE,641,22
2848,2017-04-24,5,CLEANING,664,47
2849,2017-04-24,5,DAIRY,268,0
2850,2017-04-25,1,GROCERY I,550,6
2851,2017-04-25,1,BEVERAGES,520,4
2852,2017-04-25,1,PRODUCE,782,43
2853,2017-04-25,1,CLEANING,271,11
2854,2017-04-25,1,DAIRY,600,38
2855,2017-04-25,2,GROCERY I,577,29
2856,2017-04-25,2,BEVERAGES,1415,43
2857,2017-04-25,2,PRODUCE,857,38
2858,2017-04-25,2,CLEANING,535,33
2859,2017-04-25,2,DAIRY,590,33
2860,2017-04-25,3,GROCERY I,1025,43
2861,2017-04-25,3,BEVERAGES,1251,36
2862,2017-04-25,3,PRODUCE,921,49
2863,2017-04-25,3,CLEANING,403,21
2864,2017-04-25,3,DAIRY,298,9
2865,2017-04-25,4,GROCERY I,611,12
2866,2017-04-25,4,BEVERAGES,748,1
2867,2017-04-25,4,PRODUCE,505,16
2868,2017-04-25,4,CLEANING,281,5
2869,2017-04-25,4,DAIRY,436,8
2870,2017-04-25,5,GROCERY I,645,26
2871,2017-04-25,5,BEVERAGES,1174,37
2872,2017-04-25,5,PRODUCE,412,3
2873,2017-04-25,5,CLEANING,270,3
2874,2017-04-25,5,DAIRY,648,36
2875,2017-04-26,1,GROCERY I,753,30
2876,2017-04-26,1,BEVERAGES,1092,43
2877,2017-04-26,1,PRODUCE,838,45
2878,2017-04-26,1,CLEANING,307,13
2879,2017-04-26,1,DAIRY,420,16
2880,2017-04-26,2,GROCERY I,838,40
2881,2017-04-26,2,BEVERAGES,966,25
2882,2017-04-26,2,PRODUCE,684,21
2883,2017-04-26,2,CLEANING,516,34
2884,2017-04-26,2,DAIRY,465,11
2885,2017-04-26,3,GROCERY I,989,38
2886,2017-04-26,3,BEVERAGES,1029,12
2887,2017-04-26,3,PRODUCE,417,11
2888,2017-04-26,3,CLEANING,336,12
2889,2017-04-26,3,DAIRY,833,44
2890,2017-04-26,4,GROCERY I,633,34
2891,2017-04-26,4,BEVERAGES,849,10
2892,2017-04-26,4,PRODUCE,474,6
2893,2017-04-26,4,CLEANING,478,33
2894,2017-04-26,4,DAIRY,202,2
2895,2017-04-26,5,GROCERY I,891,40
2896,2017-04-26,5,BEVERAGES,1038,31
2897,2017-04-26,5,PRODUCE,562,15
2898,2017-04-26,5,CLEANING,367,24
2899,2017-04-26,5,DAIRY,768,44
2900,2017-04-27,1,GROCERY I,549,10
2901,2017-04-27,1,BEVERAGES,1111,45
2902,2017-04-27,1,PRODUCE,498,5
2903,2017-04-27,1,CLEANING,378,19
2904,2017-04-27,1,DAIRY,508,24
2905,2017-04-27,2,GROCERY I,562,7
2906,2017-04-27,2,BEVERAGES,1035,36
2907,2017-04-27,2,PRODUCE,960,49
2908,2017-04-27,2,CLEANING,688,46
2909,2017-04-27,2,DAIRY,627,36
2910,2017-04-27,3,GROCERY I,600,29
2911,2017-04-27,3,BEVERAGES,938,14
2912,2017-04-27,3,PRODUCE,787,41
2913,2017-04-27,3,CLEANING,562,37
2914,2017-04-27,3,DAIRY,825,34
2915,2017-04-27,4,GROCERY I,473,12
2916,2017-04-27,4,BEVERAGES,1266,40
2917,2017-04-27,4,PRODUCE,651,27
2918,2017-04-27,4,CLEANING,597,38
2919,2017-04-27,4,DAIRY,626,26
2920,2017-04-27,5,GROCERY I,729,29
2921,2017-04-27,5,BEVERAGES,1105,37
2922,2017-04-27,5,PRODUCE,451,4
2923,2017-04-27,5,CLEANING,363,14
2924,2017-04-27,5,DAIRY,572,31
2925,2017-04-28,1,GROCERY I,613,8
2926,2017-04-28,1,BEVERAGES,1044,28
2927,2017-04-28,1,PRODUCE,799,38
2928,2017-04-28,1,CLEANING,288,3
2929,2017-04-28,1,DAIRY,569,28
2930,2017-04-28,2,GROCERY I,676,10
2931,2017-04-28,2,BEVERAGES,1181,30
2932,2017-04-28,2,PRODUCE,808,37
2933,2017-04-28,2,CLEANING,242,0
2934,2017-04-28,2,DAIRY,540,34
2935,2017-04-28,3,GROCERY I,526,0
2936,2017-04-28,3,BEVERAGES,1123,24
2937,2017-04-28,3,PRODUCE,529,1
2938,2017-04-28,3,CLEANING,375,17
2939,2017-04-28,3,DAIRY,350,9
2940,2017-04-28,4,GROCERY I,528,4
2941,2017-04-28,4,BEVERAGES,1352,37
2942,2017-04-28,4,PRODUCE,588,30
2943,2017-04-28,4,CLEANING,441,20
2944,2017-04-28,4,DAIRY,818,48
2945,2017-04-28,5,GROCERY I,494,2
2946,2017-04-28,5,BEVERAGES,1056,9
2947,2017-04-28,5,PRODUCE,642,20
2948,2017-04-28,5,CLEANING,597,44
2949,2017-04-28,5,DAIRY,616,25
2950,2017-04-29,1,GROCERY I,698,7
2951,2017-04-29,1,BEVERAGES,756,15
2952,2017-04-29,1,PRODUCE,399,0
2953,2017-04-29,1,CLEANING,224,1
2954,2017-04-29,1,DAIRY,526,26
2955,2017-04-29,2,GROCERY I,939,37
2956,2017-04-29,2,BEVERAGES,1221,45
2957,2017-04-29,2,PRODUCE,762,32
2958,2017-04-29,2,CLEANING,251,6
2959,2017-04-29,2,DAIRY,650,28
2960,2017-04-29,3,GROCERY I,1143,47
2961,2017-04-29,3,BEVERAGES,1014,9
2962,2017-04-29,3,PRODUCE,731,28
2963,2017-04-29,3,CLEANING,655,44
2964,2017-04-29,3,DAIRY,667,36
2965,2017-04-29,4,GROCERY I,827,39
2966,2017-04-29,4,BEVERAGES,1282,28
2967,2017-04-29,4,PRODUCE,743,32
2968,2017-04-29,4,CLEANING,277,8
2969,2017-04-29,4,DAIRY,809,48
2970,2017-04-29,5,GROCERY I,970,42
2971,2017-04-29,5,BEVERAGES,1206,28
2972,2017-04-29,5,PRODUCE,465,4
2973,2017-04-29,5,CLEANING,626,40
2974,2017-04-29,5,DAIRY,494,26
2975,2017-04-30,1,GROCERY I,689,8
2976,2017-04-30,1,BEVERAGES,1077,26
2977,2017-04-30,1,PRODUCE,670,24
2978,2017-04-30,1,CLEANING,154,2
2979,2017-04-30,1,DAIRY,366,1
2980,2017-04-30,2,GROCERY I,733,17
2981,2017-04-30,2,BEVERAGES,1341,47
2982,2017-04-30,2,PRODUCE,478,19
2983,2017-04-30,2,CLEANING,242,0
2984,2017-04-30,2,DAIRY,668,44
2985,2017-04-30,3,GROCERY I,978,45
2986,2017-04-30,3,BEVERAGES,988,10
2987,2017-04-30,3,PRODUCE,737,44
2988,2017-04-30,3,CLEANING,436,25
2989,2017-04-30,3,DAIRY,389,9
2990,2017-04-30,4,GROCERY I,906,34
2991,2017-04-30,4,BEVERAGES,817,14
2992,2017-04-30,4,PRODUCE,399,15
2993,2017-04-30,4,CLEANING,237,0
2994,2017-04-30,4,DAIRY,492,14
2995,2017-04-30,5,GROCERY I,538,4
2996,2017-04-30,5,BEVERAGES,873,34
2997,2017-04-30,5,PRODUCE,856,48
2998,2017-04-30,5,CLEANING,469,25
2999,2017-04-30,5,DAIRY,534,31
3000,2017-05-01,1,GROCERY I,721,3
3001,2017-05-01,1,BEVERAGES,1185,31
3002,2017-05-01,1,PRODUCE,456,27
3003,2017-05-01,1,CLEANING,612,34
3004,2017-05-01,1,DAIRY,738,47
3005,2017-05-01,2,GROCERY I,842,24
3006,2017-05-01,2,BEVERAGES,1167,15
3007,2017-05-01,2,PRODUCE,581,21
3008,2017-05-01,2,CLEANING,384,23
3009,2017-05-01,2,DAIRY,682,35
3010,2017-05-01,3,GROCERY I,834,35
3011,2017-05-01,3,BEVERAGES,931,17
3012,2017-05-01,3,PRODUCE,864,49
3013,2017-05-01,3,CLEANING,174,1
3014,2017-05-01,3,DAIRY,484,20
3015,2017-05-01,4,GROCERY I,676,30
3016,2017-05-01,4,BEVERAGES,584,8
3017,2017-05-01,4,PRODUCE,339,1
3018,2017-05-01,4,CLEANING,699,47
3019,2017-05-01,4,DAIRY,661,40
3020,2017-05-01,5,GROCERY I,708,18
3021,2017-05-01,5,BEVERAGES,881,3
3022,2017-05-01,5,PRODUCE,389,11
3023,2017-05-01,5,CLEANING,307,11
3024,2017-05-01,5,DAIRY,586,34
3025,2017-05-02,1,GROCERY I,826,31
3026,2017-05-02,1,BEVERAGES,991,9
3027,2017-05-02,1,PRODUCE,642,35
3028,2017-05-02,1,CLEANING,535,35
3029,2017-05-02,1,DAIRY,616,28
3030,2017-05-02,2,GROCERY I,894,49
3031,2017-05-02,2,BEVERAGES,1349,41
3032,2017-05-02,2,PRODUCE,586,28
3033,2017-05-02,2,CLEANING,732,49
3034,2017-05-02,2,DAIRY,747,48
3035,2017-05-02,3,GROCERY I,695,13
3036,2017-05-02,3,BEVERAGES,1080,2
3037,2017-05-02,3,PRODUCE,641,37
3038,2017-05-02,3,CLEANING,672,44
3039,2017-05-02,3,DAIRY,499,19
3040,2017-05-02,4,GROCERY I,1055,47
3041,2017-05-02,4,BEVERAGES,873,27
3042,2017-05-02,4,PRODUCE,767,36
3043,2017-05-02,4,CLEANING,233,4
3044,2017-05-02,4,DAIRY,309,4
3045,2017-05-02,5,GROCERY I,705,29
3046,2017-05-02,5,BEVERAGES,1419,49
3047,2017-05-02,5,PRODUCE,643,29
3048,2017-05-02,5,CLEANING,232,8
3049,2017-05-02,5,DAIRY,529,12
3050,2017-05-03,1,GROCERY I,846,38
3051,2017-05-03,1,BEVERAGES,1172,40
3052,2017-05-03,1,PRODUCE,846,43
3053,2017-05-03,1,CLEANING,170,1
3054,2017-05-03,1,DAIRY,683,31
3055,2017-05-03,2,GROCERY I,908,41
3056,2017-05-03,2,BEVERAGES,1256,43
3057,2017-05-03,2,PRODUCE,643,24
3058,2017-05-03,2,CLEANING,505,33
3059,2017-05-03,2,DAIRY,361,5
3060,2017-05-03,3,GROCERY I,519,2
3061,2017-05-03,3,BEVERAGES,1055,23
3062,2017-05-03,3,PRODUCE,483,5
3063,2017-05-03,3,CLEANING,662,41
3064,2017-05-03,3,DAIRY,513,11
3065,2017-05-03,4,GROCERY I,732,38
3066,2017-05-03,4,BEVERAGES,955,33
3067,2017-05-03,4,PRODUCE,769,39
3068,2017-05-03,4,CLEANING,596,45
3069,2017-05-03,4,DAIRY,641,29
3070,2017-05-03,5,GROCERY I,887,49
3071,2017-05-03,5,BEVERAGES,1012,29
3072,2017-05-03,5,PRODUCE,519,7
3073,2017-05-03,5,CLEANING,345,18
3074,2017-05-03,5,DAIRY,359,4
3075,2017-05-04,1,GROCERY I,824,31
3076,2017-05-04,1,BEVERAGES,1212,25
3077,2017-05-04,1,PRODUCE,680,49
3078,2017-05-04,1,CLEANING,643,41
3079,2017-05-04,1,DAIRY,670,32
3080,2017-05-04,2,GROCERY I,643,18
3081,2017-05-04,2,BEVERAGES,1045,15
3082,2017-05-04,2,PRODUCE,527,22
3083,2017-05-04,2,CLEANING,253,7
3084,2017-05-04,2,DAIRY,295,4
3085,2017-05-04,3,GROCERY I,969,48
3086,2017-05-04,3,BEVERAGES,1290,25
3087,2017-05-04,3,PRODUCE,719,27
3088,2017-05-04,3,CLEANING,493,32
3089,2017-05-04,3,DAIRY,473,17
3090,2017-05-04,4,GROCERY I,996,49
3091,2017-05-04,4,BEVERAGES,1574,47
3092,2017-05-04,4,PRODUCE,368,0
3093,2017-05-04,4,CLEANING,221,5
3094,2017-05-04,4,DAIRY,844,45
3095,2017-05-04,5,GROCERY I,837,27
3096,2017-05-04,5,BEVERAGES,1000,9
3097,2017-05-04,5,PRODUCE,408,5
3098,2017-05-04,5,CLEANING,538,25
3099,2017-05-04,5,DAIRY,543,21
3100,2017-05-05,1,GROCERY I,603,22
3101,2017-05-05,1,BEVERAGES,1016,24
3102,2017-05-05,1,PRODUCE,414,12
3103,2017-05-05,1,CLEANING,273,8
3104,2017-05-05,1,DAIRY,510,14
3105,2017-05-05,2,GROCERY I,819,33
3106,2017-05-05,2,BEVERAGES,1082,33
3107,2017-05-05,2,PRODUCE,735,41
3108,2017-05-05,2,CLEANING,303,5
3109,2017-05-05,2,DAIRY,394,18
3110,2017-05-05,3,GROCERY I,342,2
3111,2017-05-05,3,BEVERAGES,807,11
3112,2017-05-05,3,PRODUCE,477,4
3113,2017-05-05,3,CLEANING,469,27
3114,2017-05-05,3,DAIRY,509,28
3115,2017-05-05,4,GROCERY I,891,47
3116,2017-05-05,4,BEVERAGES,1265,23
3117,2017-05-05,4,PRODUCE,794,45
3118,2017-05-05,4,CLEANING,448,28
3119,2017-05-05,4,DAIRY,542,30
3120,2017-05-05,5,GROCERY I,889,41
3121,2017-05-05,5,BEVERAGES,1383,48
3122,2017-05-05,5,PRODUCE,608,31
3123,2017-05-05,5,CLEANING,370,22
3124,2017-05-05,5,DAIRY,367,1
3125,2017-05-06,1,GROCERY I,802,25
3126,2017-05-06,1,BEVERAGES,1149,28
3127,2017-05-06,1,PRODUCE,599,24
3128,2017-05-06,1,CLEANING,675,47
3129,2017-05-06,1,DAIRY,521,25
3130,2017-05-06,2,GROCERY I,798,17
3131,2017-05-06,2,BEVERAGES,699,0
3132,2017-05-06,2,PRODUCE,593,20
3133,2017-05-06,2,CLEANING,632,43
3134,2017-05-06,2,DAIRY,664,35
3135,2017-05-06,3,GROCERY I,832,39
3136,2017-05-06,3,BEVERAGES,898,2
3137,2017-05-06,3,PRODUCE,893,45
3138,2017-05-06,3,CLEANING,330,21
3139,2017-05-06,3,DAIRY,665,30
3140,2017-05-06,4,GROCERY I,752,32
3141,2017-05-06,4,BEVERAGES,824,27
3142,2017-05-06,4,PRODUCE,563,30
3143,2017-05-06,4,CLEANING,590,39
3144,2017-05-06,4,DAIRY,599,40
3145,2017-05-06,5,GROCERY I,1045,44
3146,2017-05-06,5,BEVERAGES,987,20
3147,2017-05-06,5,PRODUCE,516,37
3148,2017-05-06,5,CLEANING,391,19
3149,2017-05-06,5,DAIRY,729,31
3150,2017-05-07,1,GROCERY I,631,25
3151,2017-05-07,1,BEVERAGES,1112,32
3152,2017-05-07,1,PRODUCE,410,0
3153,2017-05-07,1,CLEANING,305,11
3154,2017-05-07,1,DAIRY,722,47
3155,2017-05-07,2,GROCERY I,713,21
3156,2017-05-07,2,BEVERAGES,1302,38
3157,2017-05-07,2,PRODUCE,370,2
3158,2017-05-07,2,CLEANING,266,19
3159,2017-05-07,2,DAIRY,627,32
3160,2017-05-07,3,GROCERY I,775,7
3161,2017-05-07,3,BEVERAGES,990,15
3162,2017-05-07,3,PRODUCE,819,49
3163,2017-05-07,3,CLEANING,568,41
3164,2017-05-07,3,DAIRY,672,38
3165,2017-05-07,4,GROCERY I,938,43
3166,2017-05-07,4,BEVERAGES,949,8
3167,2017-05-07,4,PRODUCE,718,31
3168,2017-05-07,4,CLEANING,666,49
3169,2017-05-07,4,DAIRY,357,4
3170,2017-05-07,5,GROCERY I,820,21
3171,2017-05-07,5,BEVERAGES,848,17
3172,2017-05-07,5,PRODUCE,775,48
3173,2017-05-07,5,CLEANING,166,4
3174,2017-05-07,5,DAIRY,389,15
3175,2017-05-08,1,GROCERY I,767,28
3176,2017-05-08,1,BEVERAGES,1060,22
3177,2017-05-08,1,PRODUCE,808,32
3178,2017-05-08,1,CLEANING,435,24
3179,2017-05-08,1,DAIRY,637,42
3180,2017-05-08,2,GROCERY I,705,16
3181,2017-05-08,2,BEVERAGES,740,29
3182,2017-05-08,2,PRODUCE,532,18
3183,2017-05-08,2,CLEANING,414,17
3184,2017-05-08,2,DAIRY,493,22
3185,2017-05-08,3,GROCERY I,873,39
3186,2017-05-08,3,BEVERAGES,1078,17
3187,2017-05-08,3,PRODUCE,571,16
3188,2017-05-08,3,CLEANING,409,18
3189,2017-05-08,3,DAIRY,620,36
3190,2017-05-08,4,GROCERY I,756,33
3191,2017-05-08,4,BEVERAGES,840,9
3192,2017-05-08,4,PRODUCE,620,23
3193,2017-05-08,4,CLEANING,460,25
3194,2017-05-08,4,DAIRY,619,29
3195,2017-05-08,5,GROCERY I,695,39
3196,2017-05-08,5,BEVERAGES,1075,11
3197,2017-05-08,5,PRODUCE,723,42
3198,2017-05-08,5,CLEANING,516,35
3199,2017-05-08,5,DAIRY,314,5
3200,2017-05-09,1,GROCERY I,825,23
3201,2017-05-09,1,BEVERAGES,732,8
3202,2017-05-09,1,PRODUCE,576,27
3203,2017-05-09,1,CLEANING,419,19
3204,2017-05-09,1,DAIRY,410,5
3205,2017-05-09,2,GROCERY I,763,36
3206,2017-05-09,2,BEVERAGES,875,5
3207,2017-05-09,2,PRODUCE,903,44
3208,2017-05-09,2,CLEANING,472,25
3209,2017-05-09,2,DAIRY,417,6
3210,2017-05-09,3,GROCERY I,921,45
3211,2017-05-09,3,BEVERAGES,1302,30
3212,2017-05-09,3,PRODUCE,667,28
3213,2017-05-09,3,CLEANING,582,39
3214,2017-05-09,3,DAIRY,690,35
3215,2017-05-09,4,GROCERY I,650,17
3216,2017-05-09,4,BEVERAGES,1397,45
3217,2017-05-09,4,PRODUCE,655,34
3218,2017-05-09,4,CLEANING,304,7
3219,2017-05-09,4,DAIRY,408,18
3220,2017-05-09,5,GROCERY I,795,29
3221,2017-05-09,5,BEVERAGES,1258,22
3222,2017-05-09,5,PRODUCE,542,18
3223,2017-05-09,5,CLEANING,529,36
3224,2017-05-09,5,DAIRY,674,36
3225,2017-05-10,1,GROCERY I,910,25
3226,2017-05-10,1,BEVERAGES,1339,43
3227,2017-05-10,1,PRODUCE,608,22
3228,2017-05-10,1,CLEANING,367,25
3229,2017-05-10,1,DAIRY,451,1
3230,2017-05-10,2,GROCERY I,599,7
3231,2017-05-10,2,BEVERAGES,1352,49
3232,2017-05-10,2,PRODUCE,717,13
3233,2017-05-10,2,CLEANING,530,34
3234,2017-05-10,2,DAIRY,470,10
3235,2017-05-10,3,GROCERY I,1114,38
3236,2017-05-10,3,BEVERAGES,1253,13
3237,2017-05-10,3,PRODUCE,644,24
3238,2017-05-10,3,CLEANING,396,20
3239,2017-05-10,3,DAIRY,855,43
3240,2017-05-10,4,GROCERY I,741,31
3241,2017-05-10,4,BEVERAGES,613,3
3242,2017-05-10,4,PRODUCE,464,27
3243,2017-05-10,4,CLEANING,527,34
3244,2017-05-10,4,DAIRY,579,36
3245,2017-05-10,5,GROCERY I,671,7
3246,2017-05-10,5,BEVERAGES,1772,48
3247,2017-05-10,5,PRODUCE,528,2
3248,2017-05-10,5,CLEANING,291,11
3249,2017-05-10,5,DAIRY,280,1
3250,2017-05-11,1,GROCERY I,505,14
3251,2017-05-11,1,BEVERAGES,929,6
3252,2017-05-11,1,PRODUCE,736,29
3253,2017-05-11,1,CLEANING,454,23
3254,2017-05-11,1,DAIRY,326,5
3255,2017-05-11,2,GROCERY I,706,23
3256,2017-05-11,2,BEVERAGES,1033,37
3257,2017-05-11,2,PRODUCE,438,0
3258,2017-05-11,2,CLEANING,353,17
3259,2017-05-11,2,DAIRY,599,27
3260,2017-05-11,3,GROCERY I,812,39
3261,2017-05-11,3,BEVERAGES,1387,33
3262,2017-05-11,3,PRODUCE,444,10
3263,2017-05-11,3,CLEANING,490,28
3264,2017-05-11,3,DAIRY,660,41
3265,2017-05-11,4,GROCERY I,548,17
3266,2017-05-11,4,BEVERAGES,1069,27
3267,2017-05-11,4,PRODUCE,787,44
3268,2017-05-11,4,CLEANING,258,7
3269,2017-05-11,4,DAIRY,339,7
3270,2017-05-11,5,GROCERY I,850,38
3271,2017-05-11,5,BEVERAGES,1166,36
3272,2017-05-11,5,PRODUCE,636,33
3273,2017-05-11,5,CLEANING,510,38
3274,2017-05-11,5,DAIRY,696,38
3275,2017-05-12,1,GROCERY I,907,49
3276,2017-05-12,1,BEVERAGES,1383,37
3277,2017-05-12,1,PRODUCE,521,27
3278,2017-05-12,1,CLEANING,189,4
3279,2017-05-12,1,DAIRY,722,41
3280,2017-05-12,2,GROCERY I,646,19
3281,2017-05-12,2,BEVERAGES,1029,39
3282,2017-05-12,2,PRODUCE,548,2
3283,2017-05-12,2,CLEANING,217,6
3284,2017-05-12,2,DAIRY,793,45
3285,2017-05-12,3,GROCERY I,491,8
3286,2017-05-12,3,BEVERAGES,1078,47
3287,2017-05-12,3,PRODUCE,815,44
3288,2017-05-12,3,CLEANING,648,41
3289,2017-05-12,3,DAIRY,448,14
3290,2017-05-12,4,GROCERY I,574,15
3291,2017-05-12,4,BEVERAGES,775,3
3292,2017-05-12,4,PRODUCE,702,18
3293,2017-05-12,4,CLEANING,704,46
3294,2017-05-12,4,DAIRY,407,13
3295,2017-05-12,5,GROCERY I,762,29
3296,2017-05-12,5,BEVERAGES,1010,21
3297,2017-05-12,5,PRODUCE,548,5
3298,2017-05-12,5,CLEANING,648,42
3299,2017-05-12,5,DAIRY,572,29
3300,2017-05-13,1,GROCERY I,730,1
3301,2017-05-13,1,BEVERAGES,1061,7
3302,2017-05-13,1,PRODUCE,871,36
3303,2017-05-13,1,CLEANING,313,5
3304,2017-05-13,1,DAIRY,813,43
3305,2017-05-13,2,GROCERY I,828,31
3306,2017-05-13,2,BEVERAGES,1034,26
3307,2017-05-13,2,PRODUCE,741,39
3308,2017-05-13,2,CLEANING,502,31
3309,2017-05-13,2,DAIRY,773,41
3310,2017-05-13,3,GROCERY I,936,33
3311,2017-05-13,3,BEVERAGES,1153,49
3312,2017-05-13,3,PRODUCE,373,6
3313,2017-05-13,3,CLEANING,691,45
3314,2017-05-13,3,DAIRY,524,23
3315,2017-05-13,4,GROCERY I,967,47
3316,2017-05-13,4,BEVERAGES,877,7
3317,2017-05-13,4,PRODUCE,836,45
3318,2017-05-13,4,CLEANING,576,37
3319,2017-05-13,4,DAIRY,740,27
3320,2017-05-13,5,GROCERY I,1013,39
3321,2017-05-13,5,BEVERAGES,692,16
3322,2017-05-13,5,PRODUCE,883,32
3323,2017-05-13,5,CLEANING,361,15
3324,2017-05-13,5,DAIRY,597,28
3325,2017-05-14,1,GROCERY I,765,28
3326,2017-05-14,1,BEVERAGES,1217,12
3327,2017-05-14,1,PRODUCE,567,9
3328,2017-05-14,1,CLEANING,257,5
3329,2017-05-14,1,DAIRY,443,0
3330,2017-05-14,2,GROCERY I,623,19
3331,2017-05-14,2,BEVERAGES,854,9
3332,2017-05-14,2,PRODUCE,470,8
3333,2017-05-14,2,CLEANING,332,11
3334,2017-05-14,2,DAIRY,408,9
3335,2017-05-14,3,GROCERY I,1058,38
3336,2017-05-14,3,BEVERAGES,1284,25
3337,2017-05-14,3,PRODUCE,651,29
3338,2017-05-14,3,CLEANING,339,11
3339,2017-05-14,3,DAIRY,523,30
3340,2017-05-14,4,GROCERY I,838,37
3341,2017-05-14,4,BEVERAGES,1146,15
3342,2017-05-14,4,PRODUCE,587,6
3343,2017-05-14,4,CLEANING,609,38
3344,2017-05-14,4,DAIRY,392,11
3345,2017-05-14,5,GROCERY I,899,25
3346,2017-05-14,5,BEVERAGES,1027,39
3347,2017-05-14,5,PRODUCE,587,24
3348,2017-05-14,5,CLEANING,433,23
3349,2017-05-14,5,DAIRY,653,30
3350,2017-05-15,1,GROCERY I,858,28
3351,2017-05-15,1,BEVERAGES,838,14
3352,2017-05-15,1,PRODUCE,642,30
3353,2017-05-15,1,CLEANING,610,41
3354,2017-05-15,1,DAIRY,337,11
3355,2017-05-15,2,GROCERY I,855,31
3356,2017-05-15,2,BEVERAGES,1316,47
3357,2017-05-15,2,PRODUCE,760,20
3358,2017-05-15,2,CLEANING,649,44
3359,2017-05-15,2,DAIRY,624,27
3360,2017-05-15,3,GROCERY I,1138,42
3361,2017-05-15,3,BEVERAGES,710,2
3362,2017-05-15,3,PRODUCE,899,44
3363,2017-05-15,3,CLEANING,389,21
3364,2017-05-15,3,DAIRY,460,7
3365,2017-05-15,4,GROCERY I,897,45
3366,2017-05-15,4,BEVERAGES,628,16
3367,2017-05-15,4,PRODUCE,618,22
3368,2017-05-15,4,CLEANING,679,41
3369,2017-05-15,4,DAIRY,452,28
3370,2017-05-15,5,GROCERY I,957,49
3371,2017-05-15,5,BEVERAGES,1288,37
3372,2017-05-15,5,PRODUCE,826,37
3373,2017-05-15,5,CLEANING,450,25
3374,2017-05-15,5,DAIRY,656,30
3375,2017-05-16,1,GROCERY I,621,16
3376,2017-05-16,1,BEVERAGES,886,14
3377,2017-05-16,1,PRODUCE,402,11
3378,2017-05-16,1,CLEANING,515,31
3379,2017-05-16,1,DAIRY,623,31
3380,2017-05-16,2,GROCERY I,547,5
3381,2017-05-16,2,BEVERAGES,1186,34
3382,2017-05-16,2,PRODUCE,695,33
3383,2017-05-16,2,CLEANING,174,4
3384,2017-05-16,2,DAIRY,548,17
3385,2017-05-16,3,GROCERY I,698,25
3386,2017-05-16,3,BEVERAGES,866,21
3387,2017-05-16,3,PRODUCE,577,11
3388,2017-05-16,3,CLEANING,531,27
3389,2017-05-16,3,DAIRY,585,22
3390,2017-05-16,4,GROCERY I,683,8
3391,2017-05-16,4,BEVERAGES,1030,7
3392,2017-05-16,4,PRODUCE,596,19
3393,2017-05-16,4,CLEANING,673,49
3394,2017-05-16,4,DAIRY,628,33
3395,2017-05-16,5,GROCERY I,850,30
3396,2017-05-16,5,BEVERAGES,938,43
3397,2017-05-16,5,PRODUCE,793,45
3398,2017-05-16,5,CLEANING,265,6
3399,2017-05-16,5,DAIRY,654,37
3400,2017-05-17,1,GROCERY I,562,19
3401,2017-05-17,1,BEVERAGES,1097,43
3402,2017-05-17,1,PRODUCE,628,29
3403,2017-05-17,1,CLEANING,682,48
3404,2017-05-17,1,DAIRY,596,35
3405,2017-05-17,2,GROCERY I,671,10
3406,2017-05-17,2,BEVERAGES,1205,37
3407,2017-05-17,2,PRODUCE,972,46
3408,2017-05-17,2,CLEANING,556,33
3409,2017-05-17,2,DAIRY,771,39
3410,2017-05-17,3,GROCERY I,634,11
3411,2017-05-17,3,BEVERAGES,810,17
3412,2017-05-17,3,PRODUCE,575,18
3413,2017-05-17,3,CLEANING,549,42
3414,2017-05-17,3,DAIRY,649,38
3415,2017-05-17,4,GROCERY I,862,44
3416,2017-05-17,4,BEVERAGES,729,9
3417,2017-05-17,4,PRODUCE,943,48
3418,2017-05-17,4,CLEANING,588,35
3419,2017-05-17,4,DAIRY,531,24
3420,2017-05-17,5,GROCERY I,628,6
3421,2017-05-17,5,BEVERAGES,980,29
3422,2017-05-17,5,PRODUCE,455,6
3423,2017-05-17,5,CLEANING,266,10
3424,2017-05-17,5,DAIRY,388,8
3425,2017-05-18,1,GROCERY I,729,22
3426,2017-05-18,1,BEVERAGES,926,18
